Rating Star,Title,Body,Star only,Body with star
4.0 out of 5 stars,Husband loves,Husband who has everything and hard to buy fir loved this gift. He uses it in garage and outside as well as in the house!,4 stars,4 stars. Husband loves. Husband who has everything and hard to buy fir loved this gift. He uses it in garage and outside as well as in the house!
4.0 out of 5 stars,Good sound!,"The volume is loud enough and quality is decent for my use. I deducted one star bc it’s too unsturdy to use the phone vertically or to adjust the height. With a couple tweaks, it would be worth the $25 cost.",4 stars,"4 stars. Good sound!. The volume is loud enough and quality is decent for my use. I deducted one star bc it’s too unsturdy to use the phone vertically or to adjust the height. With a couple tweaks, it would be worth the $25 cost."
4.0 out of 5 stars,Nice little stand with speaker at a good price,"Nicely designed, easy to use, makes a nice stand for a mobile phone. I bought it for the speaker and the sound isn't all that great, a lot louder then the phone speaker but not much better sound. That said for the price it's a very decent product, worth the money",4 stars,"4 stars. Nice little stand with speaker at a good price. Nicely designed, easy to use, makes a nice stand for a mobile phone. I bought it for the speaker and the sound isn't all that great, a lot louder then the phone speaker but not much better sound. That said for the price it's a very decent product, worth the money"
4.0 out of 5 stars,🎵🎼🎶 LOUD ENOUGH,Sound is Good I would buy again for a gift,4 stars,4 stars. 🎵🎼🎶 LOUD ENOUGH. Sound is Good I would buy again for a gift
4.0 out of 5 stars,Good looks,Hope this works great this is a gift idea.,4 stars,4 stars. Good looks. Hope this works great this is a gift idea.
4.0 out of 5 stars,Very sturdy and sound is good.,"Sturdy support and pretty good sound.
Only complaint is the switches that are a little slow and hard to know if on or off.",4 stars,"4 stars. Very sturdy and sound is good.. Sturdy support and pretty good sound.
Only complaint is the switches that are a little slow and hard to know if on or off."
4.0 out of 5 stars,Handy,"*Listen to calling and recorded messages.
*Easy to use
*Poor microphone reception",4 stars,"4 stars. Handy. *Listen to calling and recorded messages.
*Easy to use
*Poor microphone reception"
4.0 out of 5 stars,"Loud, clear speaker.",My only complaint is the recessed speaker points straight up. It could be improved with a curved body so the speaker could face the listener more. It's a good buy!,4 stars,"4 stars. Loud, clear speaker.. My only complaint is the recessed speaker points straight up. It could be improved with a curved body so the speaker could face the listener more. It's a good buy!"
4.0 out of 5 stars,Great for the price,"This little speaker has great volume. I love the stand for when I am in FaceTime with family. The microphone, however is terrible. When on the phone or FaceTime while using the speaker, I can here them fine, but they say my voice is very garbled. Not really a big deal, I just put the phone on speaker. Otherwise, I really like it.",4 stars,"4 stars. Great for the price. This little speaker has great volume. I love the stand for when I am in FaceTime with family. The microphone, however is terrible. When on the phone or FaceTime while using the speaker, I can here them fine, but they say my voice is very garbled. Not really a big deal, I just put the phone on speaker. Otherwise, I really like it."
4.0 out of 5 stars,Better than expected,"Sounds pretty good. Great volume! Louder thanks both of my other bt speakers. If you have a long phone it is top heavy . If you put on its side though, it's perfect. Charges fine. Can't speak to longevity but pleased with my purchase. Fast shipping, no issues.",4 stars,"4 stars. Better than expected. Sounds pretty good. Great volume! Louder thanks both of my other bt speakers. If you have a long phone it is top heavy . If you put on its side though, it's perfect. Charges fine. Can't speak to longevity but pleased with my purchase. Fast shipping, no issues."
4.0 out of 5 stars,Jteman cell phone stand,"Grate device for the price. Good for cell phones mostly. Its good for watching tv, looking at videos, pod cast, and many of movies. It does not have an audio plug in port, and there is no sd card reader.",4 stars,"4 stars. Jteman cell phone stand. Grate device for the price. Good for cell phones mostly. Its good for watching tv, looking at videos, pod cast, and many of movies. It does not have an audio plug in port, and there is no sd card reader."
4.0 out of 5 stars,Good Value for the Money,"Synced Bluetooth easily using Amazon Fire Tablet. Works nicely on a hard flat surface. Does not lock into position, but it balances on a small perch. So, it won't work perfectly on a bed or pillow. But, what do you expect for the price? It's a good value for the money.",4 stars,"4 stars. Good Value for the Money. Synced Bluetooth easily using Amazon Fire Tablet. Works nicely on a hard flat surface. Does not lock into position, but it balances on a small perch. So, it won't work perfectly on a bed or pillow. But, what do you expect for the price? It's a good value for the money."
4.0 out of 5 stars,"Not Quite what I was looking for, but it is ok.",Mic seem to have an echo to the callee,4 stars,"4 stars. Not Quite what I was looking for, but it is ok.. Mic seem to have an echo to the callee"
4.0 out of 5 stars,Easy setup!,Easy to setup!,4 stars,4 stars. Easy setup!. Easy to setup!
4.0 out of 5 stars,Good transportable speaker,The speaker blew out in my dad’s truck so I bought him this for Father’s Day and he is so excited to use it!,4 stars,4 stars. Good transportable speaker. The speaker blew out in my dad’s truck so I bought him this for Father’s Day and he is so excited to use it!
4.0 out of 5 stars,"Great Speaker, Poor microphone",I was very exited about this phone stand. The speaker is fantastic if you are watching Netflix or YouTube. The microphone is really bad if you are using it for out and in coming calls. I didn't return it because I'm using the stand. If they improve the microphone quality it will be a great device!,4 stars,"4 stars. Great Speaker, Poor microphone. I was very exited about this phone stand. The speaker is fantastic if you are watching Netflix or YouTube. The microphone is really bad if you are using it for out and in coming calls. I didn't return it because I'm using the stand. If they improve the microphone quality it will be a great device!"
4.0 out of 5 stars,"Good product, would recommend","Works well, good product. Would recommend!",4 stars,"4 stars. Good product, would recommend. Works well, good product. Would recommend!"
4.0 out of 5 stars,Simple Speaker Stand,"This Bluetooth stand is actually better than I thought it would be!

I will admit, I was skeptical about how nice this could be, but the stand is extremely sturdy. You can angle it to your needs and it stays in place without worry. I haven’t tried it myself, but it seems like if it is angled a certain way you might even be able to use it for tablets.
The stand holder is wide enough for a phone with a somewhat thin case, but not sure how it would hold up if you have a thick or extremely protective case. It may not be able to fit them, but I have a thin case myself so I am not sure how it would do. There’s also an opening in the middle so you can hook your phone charger to it with ease when vertical, though it can hold your phone horizontally just fine as well.
The speaker itself has good volumes overall for its purposes. Not as much a speaker for big parties and whatnot, but great if you are working at your desk with it or using it for various helpful things like in the kitchen for recipes or so forth. For individual use, it’s great.

I do have two minor negatives that made me drop the rating by a star. First, there’s something small and loose inside it that rattles when moves and shaken. I tend to try and not do that to my stuff much, but it reminds me of a maraca with even just one tiny piece in there loose.
My second negative is that it doesn’t seem to fully close when I close it back up. I’m not sure if that’s the design or something else, but it slightly sticks up from being all the way in place. It’s not a huge issue as it still is closed fine, but it is a bit annoying.

Overall, this speaker stand is pretty nice. While mine did come with two minor flaws, the positive uses and features it has far outweigh the negative by making it functional and a neat little gadget. I recommend this to anyone needing a personal speaker with relatively lower sound levels, as this stand and speaker are great for the job.",4 stars,"4 stars. Simple Speaker Stand. This Bluetooth stand is actually better than I thought it would be!

I will admit, I was skeptical about how nice this could be, but the stand is extremely sturdy. You can angle it to your needs and it stays in place without worry. I haven’t tried it myself, but it seems like if it is angled a certain way you might even be able to use it for tablets.
The stand holder is wide enough for a phone with a somewhat thin case, but not sure how it would hold up if you have a thick or extremely protective case. It may not be able to fit them, but I have a thin case myself so I am not sure how it would do. There’s also an opening in the middle so you can hook your phone charger to it with ease when vertical, though it can hold your phone horizontally just fine as well.
The speaker itself has good volumes overall for its purposes. Not as much a speaker for big parties and whatnot, but great if you are working at your desk with it or using it for various helpful things like in the kitchen for recipes or so forth. For individual use, it’s great.

I do have two minor negatives that made me drop the rating by a star. First, there’s something small and loose inside it that rattles when moves and shaken. I tend to try and not do that to my stuff much, but it reminds me of a maraca with even just one tiny piece in there loose.
My second negative is that it doesn’t seem to fully close when I close it back up. I’m not sure if that’s the design or something else, but it slightly sticks up from being all the way in place. It’s not a huge issue as it still is closed fine, but it is a bit annoying.

Overall, this speaker stand is pretty nice. While mine did come with two minor flaws, the positive uses and features it has far outweigh the negative by making it functional and a neat little gadget. I recommend this to anyone needing a personal speaker with relatively lower sound levels, as this stand and speaker are great for the job."
4.0 out of 5 stars,Neat litle speaker.,Decent product for the money. Not very loud but for what I use it for its fine. My little garage speaker while I'm working on something. I know it's supposed to have a mic to answer calls but I yet have to figure out why I can't use it for calls.,4 stars,4 stars. Neat litle speaker.. Decent product for the money. Not very loud but for what I use it for its fine. My little garage speaker while I'm working on something. I know it's supposed to have a mic to answer calls but I yet have to figure out why I can't use it for calls.
4.0 out of 5 stars,Made a good gift,Made a good gift,4 stars,4 stars. Made a good gift. Made a good gift
3.0 out of 5 stars,Nice unit and does as expected,It works but it is very heavy. It didn't work for what we needed but did have a great speaker.,3 stars,3 stars. Nice unit and does as expected. It works but it is very heavy. It didn't work for what we needed but did have a great speaker.
3.0 out of 5 stars,Not worth the money,"After 3 months of maybe 20 uses, it is powering off after being charged for hours. Won't buy these brand again.",3 stars,"3 stars. Not worth the money. After 3 months of maybe 20 uses, it is powering off after being charged for hours. Won't buy these brand again."
3.0 out of 5 stars,Ok not really great.,Not really a good quality item.,3 stars,3 stars. Ok not really great.. Not really a good quality item.
3.0 out of 5 stars,I like the concept,The speaker works great but the stand struggles to hold phones with durability cases on them.,3 stars,3 stars. I like the concept. The speaker works great but the stand struggles to hold phones with durability cases on them.
3.0 out of 5 stars,Disappointed,"I thought this would be good for holding my phone and using the speaker when cleaning, cooking etc. the device has trouble connecting to my phone’s Bluetooth and the the sound is not the best. It’s also kind of cheap looking as far as the material it’s made of. The last time I used it it never connected to my phone despite repeated attempts.",3 stars,"3 stars. Disappointed. I thought this would be good for holding my phone and using the speaker when cleaning, cooking etc. the device has trouble connecting to my phone’s Bluetooth and the the sound is not the best. It’s also kind of cheap looking as far as the material it’s made of. The last time I used it it never connected to my phone despite repeated attempts."
3.0 out of 5 stars,Did not work for me.,I bought this twice and both did not work with my I phone 7 +. It had static and missed words. Very annoying.,3 stars,3 stars. Did not work for me.. I bought this twice and both did not work with my I phone 7 +. It had static and missed words. Very annoying.
3.0 out of 5 stars,The “Anti-Slip Base” isn’t because the two pads aren’t ani-Slip and the bottom grip doesn’t.,"I purchased this cell phone stand to enable me to use my cell to communicate with people and watch movies with a better sound experience. I also wanted something that enabled me to manipulate my cell without having to touch the cell. The sound quality on this product is excellent. The controls are very easy to use and they work very well. The Bluetooth function is excellent.

But the product doesn’t have an “Anti-Slip Base” as advertised. The supposed “Anti-Slip” pads are there, but they don’t work. That’s the Deal-Breaker.” The “grips” you see in the ad which implies that they will grip a cell and hold it to the three “Anti-Slip” pads(see 2nd Photo) don’t grip well enough to be called grips. I had to rubber-band my cell(see photo three) to the back “Anti-Slip” pad to test the rest of the features on the product. As I mentioned they worked very well.
Unfortunately unless your are amenable to artificially attaching your cell to this product, don’t waste your money. My advice to the developer is to attach workable grips to the top and bottom, then the product would be a steal at that price.",3 stars,"3 stars. The “Anti-Slip Base” isn’t because the two pads aren’t ani-Slip and the bottom grip doesn’t.. I purchased this cell phone stand to enable me to use my cell to communicate with people and watch movies with a better sound experience. I also wanted something that enabled me to manipulate my cell without having to touch the cell. The sound quality on this product is excellent. The controls are very easy to use and they work very well. The Bluetooth function is excellent.

But the product doesn’t have an “Anti-Slip Base” as advertised. The supposed “Anti-Slip” pads are there, but they don’t work. That’s the Deal-Breaker.” The “grips” you see in the ad which implies that they will grip a cell and hold it to the three “Anti-Slip” pads(see 2nd Photo) don’t grip well enough to be called grips. I had to rubber-band my cell(see photo three) to the back “Anti-Slip” pad to test the rest of the features on the product. As I mentioned they worked very well.
Unfortunately unless your are amenable to artificially attaching your cell to this product, don’t waste your money. My advice to the developer is to attach workable grips to the top and bottom, then the product would be a steal at that price."
3.0 out of 5 stars,Not as expectected,Bought this for my 85 year old mom for Mother’s Day. She misses calls because she cannot hear her phone. Didn’t work as expected. Just doesn’t ring when phone starts to ring and doesn’t serve the purpose as I intended.,3 stars,3 stars. Not as expectected. Bought this for my 85 year old mom for Mother’s Day. She misses calls because she cannot hear her phone. Didn’t work as expected. Just doesn’t ring when phone starts to ring and doesn’t serve the purpose as I intended.
3.0 out of 5 stars,Alright for what it is,Was expecting it to be a little louder but for its compact size it's good enough for what it is. Not sure I would buy this again.,3 stars,3 stars. Alright for what it is. Was expecting it to be a little louder but for its compact size it's good enough for what it is. Not sure I would buy this again.
3.0 out of 5 stars,Works fine but sound is a problem,"This worked like I wanted to. The holder secures my phone and easily connected to Bluetooth. However it takes a lot of effort to turn up the volume and the volume never gets very loud. With my phone on the highway setting and the device turned up as I could get it, I could barely hear it 10 feet away. Would work well for a small office or room, but not for a larger space.",3 stars,"3 stars. Works fine but sound is a problem. This worked like I wanted to. The holder secures my phone and easily connected to Bluetooth. However it takes a lot of effort to turn up the volume and the volume never gets very loud. With my phone on the highway setting and the device turned up as I could get it, I could barely hear it 10 feet away. Would work well for a small office or room, but not for a larger space."
3.0 out of 5 stars,Good gift at first,"When he first got this he liked it and he still does but I don't. He can't hear me on the speaker and when he can hear me, I hear me too. It echos. It doesn't hold the phone as steady as before. It sinks. I was disappointed.",3 stars,"3 stars. Good gift at first. When he first got this he liked it and he still does but I don't. He can't hear me on the speaker and when he can hear me, I hear me too. It echos. It doesn't hold the phone as steady as before. It sinks. I was disappointed."
3.0 out of 5 stars,Phone stand,"It works great as a phone stand. But, the speaker is not good and not even the microphone.",3 stars,"3 stars. Phone stand. It works great as a phone stand. But, the speaker is not good and not even the microphone."
3.0 out of 5 stars,Cuts out while using Apple Music,"Connecting to blue tooth was quick and simple.
However wile listening to Apple music it would play for a few minutes and then turn off.
Pressing play again would get it started but, not sure why it was pausing midway through a song.
Haven't had any issues while playing movies so far.
Like the fact that you can keep the phone plugged in while on the stand.",3 stars,"3 stars. Cuts out while using Apple Music. Connecting to blue tooth was quick and simple.
However wile listening to Apple music it would play for a few minutes and then turn off.
Pressing play again would get it started but, not sure why it was pausing midway through a song.
Haven't had any issues while playing movies so far.
Like the fact that you can keep the phone plugged in while on the stand."
3.0 out of 5 stars,It's just a speaker that takes up space. Cell slide off stand,High priced speaker that takes up space. Cell slides off stand. Serves no purpose.,3 stars,3 stars. It's just a speaker that takes up space. Cell slide off stand. High priced speaker that takes up space. Cell slides off stand. Serves no purpose.
3.0 out of 5 stars,A bit more latency than with other bluetooth speakers,"I use this for hands-free music, meditation, and calls. I noticed in particular with the meditation and music, more latency than with other Bluetooth speakers.",3 stars,"3 stars. A bit more latency than with other bluetooth speakers. I use this for hands-free music, meditation, and calls. I noticed in particular with the meditation and music, more latency than with other Bluetooth speakers."
3.0 out of 5 stars,Easy to operate,"Like unit but it cuts out in middle of conversation. Powered on, connected to computer, but still cuts you out of conversation.",3 stars,"3 stars. Easy to operate. Like unit but it cuts out in middle of conversation. Powered on, connected to computer, but still cuts you out of conversation."
3.0 out of 5 stars,A lil over a month old. The red charging light doesn't come on.,Liked the stand sound was decent. Lousy life expectancy.,3 stars,3 stars. A lil over a month old. The red charging light doesn't come on.. Liked the stand sound was decent. Lousy life expectancy.
3.0 out of 5 stars,Not to happy with this,"When I first recieved, it worked great. But after a couple of weeks, the Bluetooth connection has gotten spotty. I listen to audible books and with this you can rewind, fast forward, skip, pause, etc all on the speaker. Just leave your phone in the house and walk outside onto the patio with just the speaker. But like i said, it worked great at first, but has started skipping 2-3 words every minute or so and that just won't do.",3 stars,"3 stars. Not to happy with this. When I first recieved, it worked great. But after a couple of weeks, the Bluetooth connection has gotten spotty. I listen to audible books and with this you can rewind, fast forward, skip, pause, etc all on the speaker. Just leave your phone in the house and walk outside onto the patio with just the speaker. But like i said, it worked great at first, but has started skipping 2-3 words every minute or so and that just won't do."
3.0 out of 5 stars,Doesn’t get very loud,This works as it says but it doesn’t get very loud I was hoping for something with more volume as my husband uses it mainly in the bathroom when he showers or shaves.,3 stars,3 stars. Doesn’t get very loud. This works as it says but it doesn’t get very loud I was hoping for something with more volume as my husband uses it mainly in the bathroom when he showers or shaves.
3.0 out of 5 stars,Ok,I like the fact it's hands free but the sound is just ok. If your expecting big sound from this you will be disappointed.,3 stars,3 stars. Ok. I like the fact it's hands free but the sound is just ok. If your expecting big sound from this you will be disappointed.
3.0 out of 5 stars,The cord connection to electrical plug is too short,The cord from the phone stand is too short,3 stars,3 stars. The cord connection to electrical plug is too short. The cord from the phone stand is too short
3.0 out of 5 stars,No good for Travel - Batteries not Removable,This would be great except for the fact that the batteries are not removable which makes it a poor choice for travel. It's pretty heavy so would add significantly to your carry on luggage and since the batteries can't be removed you can't put it in your checked luggage.,3 stars,3 stars. No good for Travel - Batteries not Removable. This would be great except for the fact that the batteries are not removable which makes it a poor choice for travel. It's pretty heavy so would add significantly to your carry on luggage and since the batteries can't be removed you can't put it in your checked luggage.
3.0 out of 5 stars,Not very loud,When music plays it’s quite loud but any talk show is too quiet it has good sound just not very loud this is the second one we have bought had no trouble with the first it’s not bad enough to return,3 stars,3 stars. Not very loud. When music plays it’s quite loud but any talk show is too quiet it has good sound just not very loud this is the second one we have bought had no trouble with the first it’s not bad enough to return
3.0 out of 5 stars,Cheap manufacturing,The charging port broke after just a few uses 😔,3 stars,3 stars. Cheap manufacturing. The charging port broke after just a few uses 😔
3.0 out of 5 stars,Disappointed,"I thought it might improve the sound of the iphone reading my books on the kindle app. It doesn’t.
I guess I just learned that type c cable and type C cable are different/?",3 stars,"3 stars. Disappointed. I thought it might improve the sound of the iphone reading my books on the kindle app. It doesn’t.
I guess I just learned that type c cable and type C cable are different/?"
3.0 out of 5 stars,It’s great little product but…,I bought this as a gift for my Dad and he likes it but unfortunately the foldout ledge that the phone is supposed to rest on was/is missing.,3 stars,3 stars. It’s great little product but…. I bought this as a gift for my Dad and he likes it but unfortunately the foldout ledge that the phone is supposed to rest on was/is missing.
3.0 out of 5 stars,This unit died next day after the last day of return.,"Its could be a nice gift for my husband to use for a long time, but out of luck. This unit died next day after the last day of return. Very sad.",3 stars,"3 stars. This unit died next day after the last day of return.. Its could be a nice gift for my husband to use for a long time, but out of luck. This unit died next day after the last day of return. Very sad."
3.0 out of 5 stars,Could Be Better,"It's got good sound if you're only using it indoors. If you're using it outside it's to quiet. Also doesn't charge while you're using it, which is inconvenient.",3 stars,"3 stars. Could Be Better. It's got good sound if you're only using it indoors. If you're using it outside it's to quiet. Also doesn't charge while you're using it, which is inconvenient."
3.0 out of 5 stars,So so,Not real clear when used as a speakerphone,3 stars,3 stars. So so. Not real clear when used as a speakerphone
3.0 out of 5 stars,Not loud enough,Great little stand with speaker but volume isn't very loud.,3 stars,3 stars. Not loud enough. Great little stand with speaker but volume isn't very loud.
3.0 out of 5 stars,The speaker has less sound than just a phone does. Not happy with that.,Speaker is awful. The stand is fine.,3 stars,3 stars. The speaker has less sound than just a phone does. Not happy with that.. Speaker is awful. The stand is fine.
3.0 out of 5 stars,Speaker quality not par,"Speaker is useless as all calls have said I sound like I am underwater BUT holder is nice and allows me to dial up and go
Hands free, just still use speaker on the phone!;(",3 stars,"3 stars. Speaker quality not par. Speaker is useless as all calls have said I sound like I am underwater BUT holder is nice and allows me to dial up and go
Hands free, just still use speaker on the phone!;("
3.0 out of 5 stars,Love it,I use it in the car to hear Siri give directions and to hear prayers,3 stars,3 stars. Love it. I use it in the car to hear Siri give directions and to hear prayers
3.0 out of 5 stars,Not loud enough,It is hard to play it and not loud enough.,3 stars,3 stars. Not loud enough. It is hard to play it and not loud enough.
3.0 out of 5 stars,No opinion,Bought as gift.,3 stars,3 stars. No opinion. Bought as gift.
3.0 out of 5 stars,Microphone needs help,Speaker is good for video or music. Microphone echos for calls,3 stars,3 stars. Microphone needs help. Speaker is good for video or music. Microphone echos for calls
3.0 out of 5 stars,Won't change color,"It works great! However, I can't figure out how to change the color to blue or any of the other colors it shows on the box.
I do like how it clearly labels which part is the phone holder. It took me a little while, until I found those words on it.",3 stars,"3 stars. Won't change color. It works great! However, I can't figure out how to change the color to blue or any of the other colors it shows on the box.
I do like how it clearly labels which part is the phone holder. It took me a little while, until I found those words on it."
3.0 out of 5 stars,Never used,"purchased this as a gift for the wife, she doesn't use it. I believe the issue is comfort. She prefers to hold the phone in her hand over this device, I think it is top heavy. She watches movies on her phone in bed, this device is probably better suited for sitting on a table or sturdy object, rather than trying to balance or hold while lying in bed.",3 stars,"3 stars. Never used. purchased this as a gift for the wife, she doesn't use it. I believe the issue is comfort. She prefers to hold the phone in her hand over this device, I think it is top heavy. She watches movies on her phone in bed, this device is probably better suited for sitting on a table or sturdy object, rather than trying to balance or hold while lying in bed."
3.0 out of 5 stars,Only ok,The mic on phone is covered and therefore had for others to hear you,3 stars,3 stars. Only ok. The mic on phone is covered and therefore had for others to hear you
3.0 out of 5 stars,Podcasts Helper,Needs charger and clasp & grip for phone while in vehicle or moving.,3 stars,3 stars. Podcasts Helper. Needs charger and clasp & grip for phone while in vehicle or moving.
2.0 out of 5 stars,Last only 3 months," I was happy with my purchase, but It only lasted me 3 moths it connects and then it disconnects, it’s been doing that since July so basically it last it me 2 months from May to July
It doesn’t have a trouble shoot so it can be fixed not good.",2 stars,"2 stars. Last only 3 months.  I was happy with my purchase, but It only lasted me 3 moths it connects and then it disconnects, it’s been doing that since July so basically it last it me 2 months from May to July
It doesn’t have a trouble shoot so it can be fixed not good."
2.0 out of 5 stars,Not loud enough.,The volume is not loud enough!,2 stars,2 stars. Not loud enough.. The volume is not loud enough!
2.0 out of 5 stars,"It works very well...until it doesn't, which doesn't take very long.","Pro:
It's easy to use, and sounds very good.

Con:
After a few months' use, it won't power up. I recharge it, the LED turns green which should indicate it's charged, but when I press the button to turn it on, nothing happens, and if you look through the answered questions, you'll find that the seller says the battery cannot be replaced.

I cannot recommend this speaker. The only thing I can use it for now is as a paperweight or something to put my phone on.",2 stars,"2 stars. It works very well...until it doesn't, which doesn't take very long.. Pro:
It's easy to use, and sounds very good.

Con:
After a few months' use, it won't power up. I recharge it, the LED turns green which should indicate it's charged, but when I press the button to turn it on, nothing happens, and if you look through the answered questions, you'll find that the seller says the battery cannot be replaced.

I cannot recommend this speaker. The only thing I can use it for now is as a paperweight or something to put my phone on."
2.0 out of 5 stars,Doesn’t work,Ordered this for my mom for Christmas. She has a lot of work calls since she works from home and the sound on her phone isn’t great so I figured it would help. Unfortunately the Bluetooth doesn’t stay connected for longer than a few minutes so it’ll turn off right in the middle of a call. Then the product itself shuts off. Not worth it.,2 stars,2 stars. Doesn’t work. Ordered this for my mom for Christmas. She has a lot of work calls since she works from home and the sound on her phone isn’t great so I figured it would help. Unfortunately the Bluetooth doesn’t stay connected for longer than a few minutes so it’ll turn off right in the middle of a call. Then the product itself shuts off. Not worth it.
2.0 out of 5 stars,"other stand alone much better price, don't see any better help out of the sound from the speaker.",not worth the money,2 stars,"2 stars. other stand alone much better price, don't see any better help out of the sound from the speaker.. not worth the money"
2.0 out of 5 stars,Everything you need… if it would work!,"I’m giving this two stars only because I like the buttons. I had very high hopes for this as I love to listen to podcasts and audio books at work. It didn’t work right, while playing a book it kept skipping every few words. Horrible. Returning.",2 stars,"2 stars. Everything you need… if it would work!. I’m giving this two stars only because I like the buttons. I had very high hopes for this as I love to listen to podcasts and audio books at work. It didn’t work right, while playing a book it kept skipping every few words. Horrible. Returning."
2.0 out of 5 stars,Don’t bother,Bad reception at the other end,2 stars,2 stars. Don’t bother. Bad reception at the other end
2.0 out of 5 stars,Sounds like the speaker is blown,Not worth it . Returning,2 stars,2 stars. Sounds like the speaker is blown. Not worth it . Returning
2.0 out of 5 stars,Not that good,Not that good,2 stars,2 stars. Not that good. Not that good
2.0 out of 5 stars,Not what I expected,I'm sure there is a use for this. I bought because I sit in a chair and watch my phone instead of the TV. I thought I could use this but it's too wobbly for my lap. I'm sure it would be fine I your sitting at a table,2 stars,2 stars. Not what I expected. I'm sure there is a use for this. I bought because I sit in a chair and watch my phone instead of the TV. I thought I could use this but it's too wobbly for my lap. I'm sure it would be fine I your sitting at a table
2.0 out of 5 stars,Not as sturdy..,The item is a good idea but the product not as sturdy for my big phone.,2 stars,2 stars. Not as sturdy... The item is a good idea but the product not as sturdy for my big phone.
2.0 out of 5 stars,Sound quality,"This was very easy to set up but after a day the Bluetooth started acting crazy it was playing at the same time as my phone making an eco sound quality is not good enough for the price.
What is happening to Amazon's Quality Control.",2 stars,"2 stars. Sound quality. This was very easy to set up but after a day the Bluetooth started acting crazy it was playing at the same time as my phone making an eco sound quality is not good enough for the price.
What is happening to Amazon's Quality Control."
2.0 out of 5 stars,Save your money,"I pretty much don't even use it anymore, my phone sounds better. Sound is hollow and not even louder than my phone, and the buttons will do something else if you don't hold them down long enough. What a waste of money.",2 stars,"2 stars. Save your money. I pretty much don't even use it anymore, my phone sounds better. Sound is hollow and not even louder than my phone, and the buttons will do something else if you don't hold them down long enough. What a waste of money."
2.0 out of 5 stars,Bad cord connection,"it seemed like a good product at first, but after we began listening to it it was like the cord shorted out and it stopped the power to device. not very happy.",2 stars,"2 stars. Bad cord connection. it seemed like a good product at first, but after we began listening to it it was like the cord shorted out and it stopped the power to device. not very happy."
2.0 out of 5 stars,We sent the product back and are waiting for a refund,This product was not really what we were looking for and we returned it. Please process refund asap,2 stars,2 stars. We sent the product back and are waiting for a refund. This product was not really what we were looking for and we returned it. Please process refund asap
2.0 out of 5 stars,It’s just a stand,Aside from a stand it doesn’t do anything else.,2 stars,2 stars. It’s just a stand. Aside from a stand it doesn’t do anything else.
2.0 out of 5 stars,Meh!,The sound wasn’t as loud as I thought it would be. Ended up disconnecting it and using the sound on my phone which was actually louder. It works as a good phone prop though.,2 stars,2 stars. Meh!. The sound wasn’t as loud as I thought it would be. Ended up disconnecting it and using the sound on my phone which was actually louder. It works as a good phone prop though.
2.0 out of 5 stars,More of a toy!,Wanted to use in my car. It’s of no use!,2 stars,2 stars. More of a toy!. Wanted to use in my car. It’s of no use!
2.0 out of 5 stars,Broken connectivity,"When I received the Cell phone stand it looks well made and sturdy, but when I tried to use it with the cell phone connected it would drop out people that I would be talking to would say that they could only hear every other word that I was saying, so now I have a sturdy cell phone stand.",2 stars,"2 stars. Broken connectivity. When I received the Cell phone stand it looks well made and sturdy, but when I tried to use it with the cell phone connected it would drop out people that I would be talking to would say that they could only hear every other word that I was saying, so now I have a sturdy cell phone stand."
2.0 out of 5 stars,What's with the volumn?,It doesn't go very loud. You have to have it close to the ear to hear it. Not worth the money.,2 stars,2 stars. What's with the volumn?. It doesn't go very loud. You have to have it close to the ear to hear it. Not worth the money.
2.0 out of 5 stars,Too clunky,"The volume controls are difficult to use, you have to hold the button down for 3 seconds and then it just takes off, there's no real control. It's way too loud to use in my office, returning for something else.",2 stars,"2 stars. Too clunky. The volume controls are difficult to use, you have to hold the button down for 3 seconds and then it just takes off, there's no real control. It's way too loud to use in my office, returning for something else."
2.0 out of 5 stars,Exchange,Have to exchange as unit does not charge anymore. Please send new one and tell me how to return the old one.,2 stars,2 stars. Exchange. Have to exchange as unit does not charge anymore. Please send new one and tell me how to return the old one.
2.0 out of 5 stars,Microphone doesn’t work for calls,This is a very good phone stand but microphone doesn’t work. I even got a replacement but it’s the same with the other one as well. Will return it.,2 stars,2 stars. Microphone doesn’t work for calls. This is a very good phone stand but microphone doesn’t work. I even got a replacement but it’s the same with the other one as well. Will return it.
2.0 out of 5 stars,Small in size,Dislike that it's size makes the answer button hard to push,2 stars,2 stars. Small in size. Dislike that it's size makes the answer button hard to push
2.0 out of 5 stars,Cheap,"Very cheap, and the charging port connector broke the first time I tried to use it.",2 stars,"2 stars. Cheap. Very cheap, and the charging port connector broke the first time I tried to use it."
2.0 out of 5 stars,Sound quality,My phone speaker is better than the speaker on the phone stand. I would not recommend this phone stand to anyone.,2 stars,2 stars. Sound quality. My phone speaker is better than the speaker on the phone stand. I would not recommend this phone stand to anyone.
2.0 out of 5 stars,"Sturdy, heavyweight but won’t pair!","Cannot get it to connect to the Bluetooth on any of my devices. Says it’s in luring mode, but will not pair. Have tried my cell (iPhone XS, iPad, iPad mini and Galaxy tablet. Seems like it would be nice, it’s nice heavyweight so it wouldn’t tip, just can’t get it to pair.",2 stars,"2 stars. Sturdy, heavyweight but won’t pair!. Cannot get it to connect to the Bluetooth on any of my devices. Says it’s in luring mode, but will not pair. Have tried my cell (iPhone XS, iPad, iPad mini and Galaxy tablet. Seems like it would be nice, it’s nice heavyweight so it wouldn’t tip, just can’t get it to pair."
