Rating Star,Title,Body,Star only,Body with star,Preprocessed_Body,Sentiment_Label,Sentiment_Score
4.0 out of 5 stars,Jteman cell phone stand,"Grate device for the price. Good for cell phones mostly. Its good for watching tv, looking at videos, pod cast, and many of movies. It does not have an audio plug in port, and there is no sd card reader.",4 stars,"4 stars. Jteman cell phone stand. Grate device for the price. Good for cell phones mostly. Its good for watching tv, looking at videos, pod cast, and many of movies. It does not have an audio plug in port, and there is no sd card reader.",4 stars jteman cell phone stand grate device for the price good for cell phones mostly its good for watching tv looking at videos pod cast and many of movies it does not have an audio plug in port and there is no sd card reader,3.0,0.9807228446006775
4.0 out of 5 stars,Good Value for the Money,"Synced Bluetooth easily using Amazon Fire Tablet. Works nicely on a hard flat surface. Does not lock into position, but it balances on a small perch. So, it won't work perfectly on a bed or pillow. But, what do you expect for the price? It's a good value for the money.",4 stars,"4 stars. Good Value for the Money. Synced Bluetooth easily using Amazon Fire Tablet. Works nicely on a hard flat surface. Does not lock into position, but it balances on a small perch. So, it won't work perfectly on a bed or pillow. But, what do you expect for the price? It's a good value for the money.",4 stars good value for the money synced bluetooth easily using amazon fire tablet works nicely on a hard flat surface does not lock into position but it balances on a small perch so it wo n't work perfectly on a bed or pillow but what do you expect for the price it 's a good value for the money,3.0,0.984187126159668
4.0 out of 5 stars,"Not Quite what I was looking for, but it is ok.",Mic seem to have an echo to the callee,4 stars,"4 stars. Not Quite what I was looking for, but it is ok.. Mic seem to have an echo to the callee",4 stars not quite what i was looking for but it is ok .. mic seem to have an echo to the callee,3.0,0.9810320734977722
4.0 out of 5 stars,Easy setup!,Easy to setup!,4 stars,4 stars. Easy setup!. Easy to setup!,4 stars easy setup easy to setup,3.0,0.979799211025238
4.0 out of 5 stars,Good transportable speaker,The speaker blew out in my dad’s truck so I bought him this for Father’s Day and he is so excited to use it!,4 stars,4 stars. Good transportable speaker. The speaker blew out in my dad’s truck so I bought him this for Father’s Day and he is so excited to use it!,4 stars good transportable speaker the speaker blew out in my dad ’ s truck so i bought him this for father ’ s day and he is so excited to use it,3.0,0.9805577993392944
4.0 out of 5 stars,"Great Speaker, Poor microphone",I was very exited about this phone stand. The speaker is fantastic if you are watching Netflix or YouTube. The microphone is really bad if you are using it for out and in coming calls. I didn't return it because I'm using the stand. If they improve the microphone quality it will be a great device!,4 stars,"4 stars. Great Speaker, Poor microphone. I was very exited about this phone stand. The speaker is fantastic if you are watching Netflix or YouTube. The microphone is really bad if you are using it for out and in coming calls. I didn't return it because I'm using the stand. If they improve the microphone quality it will be a great device!",4 stars great speaker poor microphone i was very exited about this phone stand the speaker is fantastic if you are watching netflix or youtube the microphone is really bad if you are using it for out and in coming calls i did n't return it because i 'm using the stand if they improve the microphone quality it will be a great device,3.0,0.79368656873703
4.0 out of 5 stars,"Good product, would recommend","Works well, good product. Would recommend!",4 stars,"4 stars. Good product, would recommend. Works well, good product. Would recommend!",4 stars good product would recommend works well good product would recommend,3.0,0.9831588268280029
4.0 out of 5 stars,Simple Speaker Stand,"This Bluetooth stand is actually better than I thought it would be!

I will admit, I was skeptical about how nice this could be, but the stand is extremely sturdy. You can angle it to your needs and it stays in place without worry. I haven’t tried it myself, but it seems like if it is angled a certain way you might even be able to use it for tablets.
The stand holder is wide enough for a phone with a somewhat thin case, but not sure how it would hold up if you have a thick or extremely protective case. It may not be able to fit them, but I have a thin case myself so I am not sure how it would do. There’s also an opening in the middle so you can hook your phone charger to it with ease when vertical, though it can hold your phone horizontally just fine as well.
The speaker itself has good volumes overall for its purposes. Not as much a speaker for big parties and whatnot, but great if you are working at your desk with it or using it for various helpful things like in the kitchen for recipes or so forth. For individual use, it’s great.

I do have two minor negatives that made me drop the rating by a star. First, there’s something small and loose inside it that rattles when moves and shaken. I tend to try and not do that to my stuff much, but it reminds me of a maraca with even just one tiny piece in there loose.
My second negative is that it doesn’t seem to fully close when I close it back up. I’m not sure if that’s the design or something else, but it slightly sticks up from being all the way in place. It’s not a huge issue as it still is closed fine, but it is a bit annoying.

Overall, this speaker stand is pretty nice. While mine did come with two minor flaws, the positive uses and features it has far outweigh the negative by making it functional and a neat little gadget. I recommend this to anyone needing a personal speaker with relatively lower sound levels, as this stand and speaker are great for the job.",4 stars,"4 stars. Simple Speaker Stand. This Bluetooth stand is actually better than I thought it would be!

I will admit, I was skeptical about how nice this could be, but the stand is extremely sturdy. You can angle it to your needs and it stays in place without worry. I haven’t tried it myself, but it seems like if it is angled a certain way you might even be able to use it for tablets.
The stand holder is wide enough for a phone with a somewhat thin case, but not sure how it would hold up if you have a thick or extremely protective case. It may not be able to fit them, but I have a thin case myself so I am not sure how it would do. There’s also an opening in the middle so you can hook your phone charger to it with ease when vertical, though it can hold your phone horizontally just fine as well.
The speaker itself has good volumes overall for its purposes. Not as much a speaker for big parties and whatnot, but great if you are working at your desk with it or using it for various helpful things like in the kitchen for recipes or so forth. For individual use, it’s great.

I do have two minor negatives that made me drop the rating by a star. First, there’s something small and loose inside it that rattles when moves and shaken. I tend to try and not do that to my stuff much, but it reminds me of a maraca with even just one tiny piece in there loose.
My second negative is that it doesn’t seem to fully close when I close it back up. I’m not sure if that’s the design or something else, but it slightly sticks up from being all the way in place. It’s not a huge issue as it still is closed fine, but it is a bit annoying.

Overall, this speaker stand is pretty nice. While mine did come with two minor flaws, the positive uses and features it has far outweigh the negative by making it functional and a neat little gadget. I recommend this to anyone needing a personal speaker with relatively lower sound levels, as this stand and speaker are great for the job.",4 stars simple speaker stand this bluetooth stand is actually better than i thought it would be i will admit i was skeptical about how nice this could be but the stand is extremely sturdy you can angle it to your needs and it stays in place without worry i haven ’ t tried it myself but it seems like if it is angled a certain way you might even be able to use it for tablets the stand holder is wide enough for a phone with a somewhat thin case but not sure how it would hold up if you have a thick or extremely protective case it may not be able to fit them but i have a thin case myself so i am not sure how it would do there ’ s also an opening in the middle so you can hook your phone charger to it with ease when vertical though it can hold your phone horizontally just fine as well the speaker itself has good volumes overall for its purposes not as much a speaker for big parties and whatnot but great if you are working at your desk with it or using it for various helpful things like in the kitchen for recipes or so forth for individual use it ’ s great i do have two minor negatives that made me drop the rating by a star first there ’ s something small and loose inside it that rattles when moves and shaken i tend to try and not do that to my stuff much but it reminds me of a maraca with even just one tiny piece in there loose my second negative is that it doesn ’ t seem to fully close when i close it back up i ’ m not sure if that ’ s the design or something else but it slightly sticks up from being all the way in place it ’ s not a huge issue as it still is closed fine but it is a bit annoying overall this speaker stand is pretty nice while mine did come with two minor flaws the positive uses and features it has far outweigh the negative by making it functional and a neat little gadget i recommend this to anyone needing a personal speaker with relatively lower sound levels as this stand and speaker are great for the job,3.0,0.9855911731719971
4.0 out of 5 stars,Neat litle speaker.,Decent product for the money. Not very loud but for what I use it for its fine. My little garage speaker while I'm working on something. I know it's supposed to have a mic to answer calls but I yet have to figure out why I can't use it for calls.,4 stars,4 stars. Neat litle speaker.. Decent product for the money. Not very loud but for what I use it for its fine. My little garage speaker while I'm working on something. I know it's supposed to have a mic to answer calls but I yet have to figure out why I can't use it for calls.,4 stars neat litle speaker .. decent product for the money not very loud but for what i use it for its fine my little garage speaker while i 'm working on something i know it 's supposed to have a mic to answer calls but i yet have to figure out why i ca n't use it for calls,3.0,0.9823119640350342
4.0 out of 5 stars,Made a good gift,Made a good gift,4 stars,4 stars. Made a good gift. Made a good gift,4 stars made a good gift made a good gift,3.0,0.9777681231498718
3.0 out of 5 stars,Nice unit and does as expected,It works but it is very heavy. It didn't work for what we needed but did have a great speaker.,3 stars,3 stars. Nice unit and does as expected. It works but it is very heavy. It didn't work for what we needed but did have a great speaker.,3 stars nice unit and does as expected it works but it is very heavy it did n't work for what we needed but did have a great speaker,2.0,0.9858996272087097
3.0 out of 5 stars,Not worth the money,"After 3 months of maybe 20 uses, it is powering off after being charged for hours. Won't buy these brand again.",3 stars,"3 stars. Not worth the money. After 3 months of maybe 20 uses, it is powering off after being charged for hours. Won't buy these brand again.",3 stars not worth the money after 3 months of maybe 20 uses it is powering off after being charged for hours wo n't buy these brand again,2.0,0.9365903735160828
3.0 out of 5 stars,Ok not really great.,Not really a good quality item.,3 stars,3 stars. Ok not really great.. Not really a good quality item.,3 stars ok not really great .. not really a good quality item,2.0,0.984641969203949
3.0 out of 5 stars,I like the concept,The speaker works great but the stand struggles to hold phones with durability cases on them.,3 stars,3 stars. I like the concept. The speaker works great but the stand struggles to hold phones with durability cases on them.,3 stars i like the concept the speaker works great but the stand struggles to hold phones with durability cases on them,2.0,0.9849001169204712
3.0 out of 5 stars,Disappointed,"I thought this would be good for holding my phone and using the speaker when cleaning, cooking etc. the device has trouble connecting to my phone’s Bluetooth and the the sound is not the best. It’s also kind of cheap looking as far as the material it’s made of. The last time I used it it never connected to my phone despite repeated attempts.",3 stars,"3 stars. Disappointed. I thought this would be good for holding my phone and using the speaker when cleaning, cooking etc. the device has trouble connecting to my phone’s Bluetooth and the the sound is not the best. It’s also kind of cheap looking as far as the material it’s made of. The last time I used it it never connected to my phone despite repeated attempts.",3 stars disappointed i thought this would be good for holding my phone and using the speaker when cleaning cooking etc the device has trouble connecting to my phone ’ s bluetooth and the the sound is not the best it ’ s also kind of cheap looking as far as the material it ’ s made of the last time i used it it never connected to my phone despite repeated attempts,2.0,0.970583975315094
3.0 out of 5 stars,Did not work for me.,I bought this twice and both did not work with my I phone 7 +. It had static and missed words. Very annoying.,3 stars,3 stars. Did not work for me.. I bought this twice and both did not work with my I phone 7 +. It had static and missed words. Very annoying.,3 stars did not work for me .. i bought this twice and both did not work with my i phone 7 it had static and missed words very annoying,2.0,0.9493597149848938
3.0 out of 5 stars,The “Anti-Slip Base” isn’t because the two pads aren’t ani-Slip and the bottom grip doesn’t.,"I purchased this cell phone stand to enable me to use my cell to communicate with people and watch movies with a better sound experience. I also wanted something that enabled me to manipulate my cell without having to touch the cell. The sound quality on this product is excellent. The controls are very easy to use and they work very well. The Bluetooth function is excellent.

But the product doesn’t have an “Anti-Slip Base” as advertised. The supposed “Anti-Slip” pads are there, but they don’t work. That’s the Deal-Breaker.” The “grips” you see in the ad which implies that they will grip a cell and hold it to the three “Anti-Slip” pads(see 2nd Photo) don’t grip well enough to be called grips. I had to rubber-band my cell(see photo three) to the back “Anti-Slip” pad to test the rest of the features on the product. As I mentioned they worked very well.
Unfortunately unless your are amenable to artificially attaching your cell to this product, don’t waste your money. My advice to the developer is to attach workable grips to the top and bottom, then the product would be a steal at that price.",3 stars,"3 stars. The “Anti-Slip Base” isn’t because the two pads aren’t ani-Slip and the bottom grip doesn’t.. I purchased this cell phone stand to enable me to use my cell to communicate with people and watch movies with a better sound experience. I also wanted something that enabled me to manipulate my cell without having to touch the cell. The sound quality on this product is excellent. The controls are very easy to use and they work very well. The Bluetooth function is excellent.

But the product doesn’t have an “Anti-Slip Base” as advertised. The supposed “Anti-Slip” pads are there, but they don’t work. That’s the Deal-Breaker.” The “grips” you see in the ad which implies that they will grip a cell and hold it to the three “Anti-Slip” pads(see 2nd Photo) don’t grip well enough to be called grips. I had to rubber-band my cell(see photo three) to the back “Anti-Slip” pad to test the rest of the features on the product. As I mentioned they worked very well.
Unfortunately unless your are amenable to artificially attaching your cell to this product, don’t waste your money. My advice to the developer is to attach workable grips to the top and bottom, then the product would be a steal at that price.",3 stars the “ anti-slip base ” isn ’ t because the two pads aren ’ t ani-slip and the bottom grip doesn ’ t .. i purchased this cell phone stand to enable me to use my cell to communicate with people and watch movies with a better sound experience i also wanted something that enabled me to manipulate my cell without having to touch the cell the sound quality on this product is excellent the controls are very easy to use and they work very well the bluetooth function is excellent but the product doesn ’ t have an “ anti-slip base ” as advertised the supposed “ anti-slip ” pads are there but they don ’ t work that ’ s the deal-breaker. ” the “ grips ” you see in the ad which implies that they will grip a cell and hold it to the three “ anti-slip ” pads see 2nd photo don ’ t grip well enough to be called grips i had to rubber-band my cell see photo three to the back “ anti-slip ” pad to test the rest of the features on the product as i mentioned they worked very well unfortunately unless your are amenable to artificially attaching your cell to this product don ’ t waste your money my advice to the developer is to attach workable grips to the top and bottom then the product would be a steal at that price,2.0,0.9741758704185486
3.0 out of 5 stars,Not as expectected,Bought this for my 85 year old mom for Mother’s Day. She misses calls because she cannot hear her phone. Didn’t work as expected. Just doesn’t ring when phone starts to ring and doesn’t serve the purpose as I intended.,3 stars,3 stars. Not as expectected. Bought this for my 85 year old mom for Mother’s Day. She misses calls because she cannot hear her phone. Didn’t work as expected. Just doesn’t ring when phone starts to ring and doesn’t serve the purpose as I intended.,3 stars not as expectected bought this for my 85 year old mom for mother ’ s day she misses calls because she can not hear her phone didn ’ t work as expected just doesn ’ t ring when phone starts to ring and doesn ’ t serve the purpose as i intended,2.0,0.9765220880508423
3.0 out of 5 stars,Alright for what it is,Was expecting it to be a little louder but for its compact size it's good enough for what it is. Not sure I would buy this again.,3 stars,3 stars. Alright for what it is. Was expecting it to be a little louder but for its compact size it's good enough for what it is. Not sure I would buy this again.,3 stars alright for what it is was expecting it to be a little louder but for its compact size it 's good enough for what it is not sure i would buy this again,2.0,0.9864897727966309
3.0 out of 5 stars,Works fine but sound is a problem,"This worked like I wanted to. The holder secures my phone and easily connected to Bluetooth. However it takes a lot of effort to turn up the volume and the volume never gets very loud. With my phone on the highway setting and the device turned up as I could get it, I could barely hear it 10 feet away. Would work well for a small office or room, but not for a larger space.",3 stars,"3 stars. Works fine but sound is a problem. This worked like I wanted to. The holder secures my phone and easily connected to Bluetooth. However it takes a lot of effort to turn up the volume and the volume never gets very loud. With my phone on the highway setting and the device turned up as I could get it, I could barely hear it 10 feet away. Would work well for a small office or room, but not for a larger space.",3 stars works fine but sound is a problem this worked like i wanted to the holder secures my phone and easily connected to bluetooth however it takes a lot of effort to turn up the volume and the volume never gets very loud with my phone on the highway setting and the device turned up as i could get it i could barely hear it 10 feet away would work well for a small office or room but not for a larger space,2.0,0.9820547699928284
3.0 out of 5 stars,Good gift at first,"When he first got this he liked it and he still does but I don't. He can't hear me on the speaker and when he can hear me, I hear me too. It echos. It doesn't hold the phone as steady as before. It sinks. I was disappointed.",3 stars,"3 stars. Good gift at first. When he first got this he liked it and he still does but I don't. He can't hear me on the speaker and when he can hear me, I hear me too. It echos. It doesn't hold the phone as steady as before. It sinks. I was disappointed.",3 stars good gift at first when he first got this he liked it and he still does but i do n't he ca n't hear me on the speaker and when he can hear me i hear me too it echos it does n't hold the phone as steady as before it sinks i was disappointed,2.0,0.975393533706665
3.0 out of 5 stars,Phone stand,"It works great as a phone stand. But, the speaker is not good and not even the microphone.",3 stars,"3 stars. Phone stand. It works great as a phone stand. But, the speaker is not good and not even the microphone.",3 stars phone stand it works great as a phone stand but the speaker is not good and not even the microphone,2.0,0.9844414591789246
3.0 out of 5 stars,Cuts out while using Apple Music,"Connecting to blue tooth was quick and simple.
However wile listening to Apple music it would play for a few minutes and then turn off.
Pressing play again would get it started but, not sure why it was pausing midway through a song.
Haven't had any issues while playing movies so far.
Like the fact that you can keep the phone plugged in while on the stand.",3 stars,"3 stars. Cuts out while using Apple Music. Connecting to blue tooth was quick and simple.
However wile listening to Apple music it would play for a few minutes and then turn off.
Pressing play again would get it started but, not sure why it was pausing midway through a song.
Haven't had any issues while playing movies so far.
Like the fact that you can keep the phone plugged in while on the stand.",3 stars cuts out while using apple music connecting to blue tooth was quick and simple however wile listening to apple music it would play for a few minutes and then turn off pressing play again would get it started but not sure why it was pausing midway through a song have n't had any issues while playing movies so far like the fact that you can keep the phone plugged in while on the stand,2.0,0.9819765090942383
3.0 out of 5 stars,It's just a speaker that takes up space. Cell slide off stand,High priced speaker that takes up space. Cell slides off stand. Serves no purpose.,3 stars,3 stars. It's just a speaker that takes up space. Cell slide off stand. High priced speaker that takes up space. Cell slides off stand. Serves no purpose.,3 stars it 's just a speaker that takes up space cell slide off stand high priced speaker that takes up space cell slides off stand serves no purpose,2.0,0.9772550463676453
3.0 out of 5 stars,A bit more latency than with other bluetooth speakers,"I use this for hands-free music, meditation, and calls. I noticed in particular with the meditation and music, more latency than with other Bluetooth speakers.",3 stars,"3 stars. A bit more latency than with other bluetooth speakers. I use this for hands-free music, meditation, and calls. I noticed in particular with the meditation and music, more latency than with other Bluetooth speakers.",3 stars a bit more latency than with other bluetooth speakers i use this for hands-free music meditation and calls i noticed in particular with the meditation and music more latency than with other bluetooth speakers,2.0,0.9833868145942688
3.0 out of 5 stars,Easy to operate,"Like unit but it cuts out in middle of conversation. Powered on, connected to computer, but still cuts you out of conversation.",3 stars,"3 stars. Easy to operate. Like unit but it cuts out in middle of conversation. Powered on, connected to computer, but still cuts you out of conversation.",3 stars easy to operate like unit but it cuts out in middle of conversation powered on connected to computer but still cuts you out of conversation,2.0,0.9854641556739807
3.0 out of 5 stars,A lil over a month old. The red charging light doesn't come on.,Liked the stand sound was decent. Lousy life expectancy.,3 stars,3 stars. A lil over a month old. The red charging light doesn't come on.. Liked the stand sound was decent. Lousy life expectancy.,3 stars a lil over a month old the red charging light does n't come on .. liked the stand sound was decent lousy life expectancy,2.0,0.9819207787513733
3.0 out of 5 stars,Not to happy with this,"When I first recieved, it worked great. But after a couple of weeks, the Bluetooth connection has gotten spotty. I listen to audible books and with this you can rewind, fast forward, skip, pause, etc all on the speaker. Just leave your phone in the house and walk outside onto the patio with just the speaker. But like i said, it worked great at first, but has started skipping 2-3 words every minute or so and that just won't do.",3 stars,"3 stars. Not to happy with this. When I first recieved, it worked great. But after a couple of weeks, the Bluetooth connection has gotten spotty. I listen to audible books and with this you can rewind, fast forward, skip, pause, etc all on the speaker. Just leave your phone in the house and walk outside onto the patio with just the speaker. But like i said, it worked great at first, but has started skipping 2-3 words every minute or so and that just won't do.",3 stars not to happy with this when i first recieved it worked great but after a couple of weeks the bluetooth connection has gotten spotty i listen to audible books and with this you can rewind fast forward skip pause etc all on the speaker just leave your phone in the house and walk outside onto the patio with just the speaker but like i said it worked great at first but has started skipping 2-3 words every minute or so and that just wo n't do,2.0,0.972730815410614
3.0 out of 5 stars,Doesn’t get very loud,This works as it says but it doesn’t get very loud I was hoping for something with more volume as my husband uses it mainly in the bathroom when he showers or shaves.,3 stars,3 stars. Doesn’t get very loud. This works as it says but it doesn’t get very loud I was hoping for something with more volume as my husband uses it mainly in the bathroom when he showers or shaves.,3 stars doesn ’ t get very loud this works as it says but it doesn ’ t get very loud i was hoping for something with more volume as my husband uses it mainly in the bathroom when he showers or shaves,2.0,0.9853813052177429
3.0 out of 5 stars,Ok,I like the fact it's hands free but the sound is just ok. If your expecting big sound from this you will be disappointed.,3 stars,3 stars. Ok. I like the fact it's hands free but the sound is just ok. If your expecting big sound from this you will be disappointed.,3 stars ok i like the fact it 's hands free but the sound is just ok if your expecting big sound from this you will be disappointed,2.0,0.9861240386962891
3.0 out of 5 stars,The cord connection to electrical plug is too short,The cord from the phone stand is too short,3 stars,3 stars. The cord connection to electrical plug is too short. The cord from the phone stand is too short,3 stars the cord connection to electrical plug is too short the cord from the phone stand is too short,2.0,0.9815124273300171
3.0 out of 5 stars,No good for Travel - Batteries not Removable,This would be great except for the fact that the batteries are not removable which makes it a poor choice for travel. It's pretty heavy so would add significantly to your carry on luggage and since the batteries can't be removed you can't put it in your checked luggage.,3 stars,3 stars. No good for Travel - Batteries not Removable. This would be great except for the fact that the batteries are not removable which makes it a poor choice for travel. It's pretty heavy so would add significantly to your carry on luggage and since the batteries can't be removed you can't put it in your checked luggage.,3 stars no good for travel batteries not removable this would be great except for the fact that the batteries are not removable which makes it a poor choice for travel it 's pretty heavy so would add significantly to your carry on luggage and since the batteries ca n't be removed you ca n't put it in your checked luggage,2.0,0.980146586894989
3.0 out of 5 stars,Not very loud,When music plays it’s quite loud but any talk show is too quiet it has good sound just not very loud this is the second one we have bought had no trouble with the first it’s not bad enough to return,3 stars,3 stars. Not very loud. When music plays it’s quite loud but any talk show is too quiet it has good sound just not very loud this is the second one we have bought had no trouble with the first it’s not bad enough to return,3 stars not very loud when music plays it ’ s quite loud but any talk show is too quiet it has good sound just not very loud this is the second one we have bought had no trouble with the first it ’ s not bad enough to return,2.0,0.98164302110672
3.0 out of 5 stars,Cheap manufacturing,The charging port broke after just a few uses 😔,3 stars,3 stars. Cheap manufacturing. The charging port broke after just a few uses 😔,3 stars cheap manufacturing the charging port broke after just a few uses 😔,2.0,0.9791254997253418
3.0 out of 5 stars,Disappointed,"I thought it might improve the sound of the iphone reading my books on the kindle app. It doesn’t.
I guess I just learned that type c cable and type C cable are different/?",3 stars,"3 stars. Disappointed. I thought it might improve the sound of the iphone reading my books on the kindle app. It doesn’t.
I guess I just learned that type c cable and type C cable are different/?",3 stars disappointed i thought it might improve the sound of the iphone reading my books on the kindle app it doesn ’ t i guess i just learned that type c cable and type c cable are different/,2.0,0.9794051647186279
3.0 out of 5 stars,It’s great little product but…,I bought this as a gift for my Dad and he likes it but unfortunately the foldout ledge that the phone is supposed to rest on was/is missing.,3 stars,3 stars. It’s great little product but…. I bought this as a gift for my Dad and he likes it but unfortunately the foldout ledge that the phone is supposed to rest on was/is missing.,3 stars it ’ s great little product but… i bought this as a gift for my dad and he likes it but unfortunately the foldout ledge that the phone is supposed to rest on was/is missing,2.0,0.9845153093338013
3.0 out of 5 stars,This unit died next day after the last day of return.,"Its could be a nice gift for my husband to use for a long time, but out of luck. This unit died next day after the last day of return. Very sad.",3 stars,"3 stars. This unit died next day after the last day of return.. Its could be a nice gift for my husband to use for a long time, but out of luck. This unit died next day after the last day of return. Very sad.",3 stars this unit died next day after the last day of return .. its could be a nice gift for my husband to use for a long time but out of luck this unit died next day after the last day of return very sad,2.0,0.9621588587760925
3.0 out of 5 stars,Could Be Better,"It's got good sound if you're only using it indoors. If you're using it outside it's to quiet. Also doesn't charge while you're using it, which is inconvenient.",3 stars,"3 stars. Could Be Better. It's got good sound if you're only using it indoors. If you're using it outside it's to quiet. Also doesn't charge while you're using it, which is inconvenient.",3 stars could be better it 's got good sound if you 're only using it indoors if you 're using it outside it 's to quiet also does n't charge while you 're using it which is inconvenient,2.0,0.9844549894332886
3.0 out of 5 stars,So so,Not real clear when used as a speakerphone,3 stars,3 stars. So so. Not real clear when used as a speakerphone,3 stars so so not real clear when used as a speakerphone,2.0,0.9847462177276611
3.0 out of 5 stars,Not loud enough,Great little stand with speaker but volume isn't very loud.,3 stars,3 stars. Not loud enough. Great little stand with speaker but volume isn't very loud.,3 stars not loud enough great little stand with speaker but volume is n't very loud,2.0,0.98372882604599
3.0 out of 5 stars,The speaker has less sound than just a phone does. Not happy with that.,Speaker is awful. The stand is fine.,3 stars,3 stars. The speaker has less sound than just a phone does. Not happy with that.. Speaker is awful. The stand is fine.,3 stars the speaker has less sound than just a phone does not happy with that .. speaker is awful the stand is fine,2.0,0.9779679179191589
3.0 out of 5 stars,Speaker quality not par,"Speaker is useless as all calls have said I sound like I am underwater BUT holder is nice and allows me to dial up and go
Hands free, just still use speaker on the phone!;(",3 stars,"3 stars. Speaker quality not par. Speaker is useless as all calls have said I sound like I am underwater BUT holder is nice and allows me to dial up and go
Hands free, just still use speaker on the phone!;(",3 stars speaker quality not par speaker is useless as all calls have said i sound like i am underwater but holder is nice and allows me to dial up and go hands free just still use speaker on the phone,2.0,0.9827988743782043
3.0 out of 5 stars,Love it,I use it in the car to hear Siri give directions and to hear prayers,3 stars,3 stars. Love it. I use it in the car to hear Siri give directions and to hear prayers,3 stars love it i use it in the car to hear siri give directions and to hear prayers,2.0,0.9817653894424438
3.0 out of 5 stars,Not loud enough,It is hard to play it and not loud enough.,3 stars,3 stars. Not loud enough. It is hard to play it and not loud enough.,3 stars not loud enough it is hard to play it and not loud enough,2.0,0.9814292788505554
3.0 out of 5 stars,No opinion,Bought as gift.,3 stars,3 stars. No opinion. Bought as gift.,3 stars no opinion bought as gift,2.0,0.9812613725662231
3.0 out of 5 stars,Microphone needs help,Speaker is good for video or music. Microphone echos for calls,3 stars,3 stars. Microphone needs help. Speaker is good for video or music. Microphone echos for calls,3 stars microphone needs help speaker is good for video or music microphone echos for calls,2.0,0.9848827719688416
3.0 out of 5 stars,Won't change color,"It works great! However, I can't figure out how to change the color to blue or any of the other colors it shows on the box.
I do like how it clearly labels which part is the phone holder. It took me a little while, until I found those words on it.",3 stars,"3 stars. Won't change color. It works great! However, I can't figure out how to change the color to blue or any of the other colors it shows on the box.
I do like how it clearly labels which part is the phone holder. It took me a little while, until I found those words on it.",3 stars wo n't change color it works great however i ca n't figure out how to change the color to blue or any of the other colors it shows on the box i do like how it clearly labels which part is the phone holder it took me a little while until i found those words on it,2.0,0.985316812992096
3.0 out of 5 stars,Never used,"purchased this as a gift for the wife, she doesn't use it. I believe the issue is comfort. She prefers to hold the phone in her hand over this device, I think it is top heavy. She watches movies on her phone in bed, this device is probably better suited for sitting on a table or sturdy object, rather than trying to balance or hold while lying in bed.",3 stars,"3 stars. Never used. purchased this as a gift for the wife, she doesn't use it. I believe the issue is comfort. She prefers to hold the phone in her hand over this device, I think it is top heavy. She watches movies on her phone in bed, this device is probably better suited for sitting on a table or sturdy object, rather than trying to balance or hold while lying in bed.",3 stars never used purchased this as a gift for the wife she does n't use it i believe the issue is comfort she prefers to hold the phone in her hand over this device i think it is top heavy she watches movies on her phone in bed this device is probably better suited for sitting on a table or sturdy object rather than trying to balance or hold while lying in bed,2.0,0.981212317943573
3.0 out of 5 stars,Only ok,The mic on phone is covered and therefore had for others to hear you,3 stars,3 stars. Only ok. The mic on phone is covered and therefore had for others to hear you,3 stars only ok the mic on phone is covered and therefore had for others to hear you,2.0,0.983672559261322
3.0 out of 5 stars,Podcasts Helper,Needs charger and clasp & grip for phone while in vehicle or moving.,3 stars,3 stars. Podcasts Helper. Needs charger and clasp & grip for phone while in vehicle or moving.,3 stars podcasts helper needs charger and clasp grip for phone while in vehicle or moving,2.0,0.9842384457588196
2.0 out of 5 stars,Last only 3 months," I was happy with my purchase, but It only lasted me 3 moths it connects and then it disconnects, it’s been doing that since July so basically it last it me 2 months from May to July
It doesn’t have a trouble shoot so it can be fixed not good.",2 stars,"2 stars. Last only 3 months.  I was happy with my purchase, but It only lasted me 3 moths it connects and then it disconnects, it’s been doing that since July so basically it last it me 2 months from May to July
It doesn’t have a trouble shoot so it can be fixed not good.",2 stars last only 3 months i was happy with my purchase but it only lasted me 3 moths it connects and then it disconnects it ’ s been doing that since july so basically it last it me 2 months from may to july it doesn ’ t have a trouble shoot so it can be fixed not good,1.0,0.9775652885437012
2.0 out of 5 stars,Not loud enough.,The volume is not loud enough!,2 stars,2 stars. Not loud enough.. The volume is not loud enough!,2 stars not loud enough .. the volume is not loud enough,1.0,0.9836799502372742
2.0 out of 5 stars,"It works very well...until it doesn't, which doesn't take very long.","Pro:
It's easy to use, and sounds very good.

Con:
After a few months' use, it won't power up. I recharge it, the LED turns green which should indicate it's charged, but when I press the button to turn it on, nothing happens, and if you look through the answered questions, you'll find that the seller says the battery cannot be replaced.

I cannot recommend this speaker. The only thing I can use it for now is as a paperweight or something to put my phone on.",2 stars,"2 stars. It works very well...until it doesn't, which doesn't take very long.. Pro:
It's easy to use, and sounds very good.

Con:
After a few months' use, it won't power up. I recharge it, the LED turns green which should indicate it's charged, but when I press the button to turn it on, nothing happens, and if you look through the answered questions, you'll find that the seller says the battery cannot be replaced.

I cannot recommend this speaker. The only thing I can use it for now is as a paperweight or something to put my phone on.",2 stars it works very well ... until it does n't which does n't take very long .. pro it 's easy to use and sounds very good con after a few months use it wo n't power up i recharge it the led turns green which should indicate it 's charged but when i press the button to turn it on nothing happens and if you look through the answered questions you 'll find that the seller says the battery can not be replaced i can not recommend this speaker the only thing i can use it for now is as a paperweight or something to put my phone on,1.0,0.9720091223716736
